directory,subdirectory,filename,speaker_id,session_id,utterance_id,transcription
sm1,sm1_01,sm1_01_053,sm1,1,53,olympic one four four set course direct to tango 
sm1,sm1_01,sm1_01_054,sm1,1,54,sobelair two five five seven request heading 
sm1,sm1_01,sm1_01_055,sm1,1,55,sobelair two five five seven turn left heading one one zero separation 
sm1,sm1_01,sm1_01_056,sm1,1,56,georgia zero three seven contact rhein one two seven three seven 
sm1,sm1_01,sm1_01_057,sm1,1,57,viva five eight five rhein radar identified 
sm1,sm1_01,sm1_01_058,sm1,1,58,air malta zero zero four for separation descend flight level three one zero 
sm1,sm1_01,sm1_01_059,sm1,1,59,jet set eight one seven contact rhein one two seven decimal three seven 
sm1,sm1_01,sm1_01_060,sm1,1,60,~k ~l ~m two six four rhein identified 
sm1,sm1_01,sm1_01_061,sm1,1,61,sobelair two five five seven maintain heading contact rhein one three two decimal four 
sm1,sm1_01,sm1_01_062,sm1,1,62,olympic one four four contact rhein one three two decimal four 
sm1,sm1_01,sm1_01_063,sm1,1,63,sabena seven eight one six rhein radar identified 
sm1,sm1_01,sm1_01_064,sm1,1,64,jet set one four two nine rhein identified 
sm1,sm1_01,sm1_01_065,sm1,1,65,aero lloyd five nine zero rhein radar identified climb flight level two nine zero 
sm1,sm1_01,sm1_01_066,sm1,1,66,aero lloyd five nine zero direct trasadingen 
sm1,sm1_01,sm1_01_067,sm1,1,67,sabena eight three two rhein confirm your level 
sm1,sm1_01,sm1_01_068,sm1,1,68,roger identified 
sm1,sm1_01,sm1_01_069,sm1,1,69,alitalia one one nine rhein identified 
sm1,sm1_01,sm1_01_070,sm1,1,70,~k ~l ~m three hundred kilo contact rhein one two seven three seven 
sm1,sm1_01,sm1_01_071,sm1,1,71,transwede one zero seven contact zurich one three four decimal six 
sm1,sm1_01,sm1_01_072,sm1,1,72,alitalia one one seven zurich one three three decimal four 
sm1,sm1_01,sm1_01_073,sm1,1,73,alitalia four eight five rhein identified 
sm1,sm1_01,sm1_01_074,sm1,1,74,viva five eight five request heading 
sm1,sm1_01,sm1_01_075,sm1,1,75,roger right turn heading zero three zero 
sm1,sm1_01,sm1_01_076,sm1,1,76,lufthansa four six five two rhein radar identified climb flight level two nine zero set course trasadingen 
sm1,sm1_01,sm1_01_077,sm1,1,77,delta india charlie papa alfa rhein radar identified 
sm1,sm1_01,sm1_01_078,sm1,1,78,~p ~s ~a five two six hotel rhein radar identified 
sm1,sm1_01,sm1_01_079,sm1,1,79,viva five eight five turn left to frankfurt 
sm1,sm1_01,sm1_01_080,sm1,1,80,jet set one four two nine contact rhein one two seven decimal three seven 
sm1,sm1_01,sm1_01_081,sm1,1,81,air malta zero zero four rhein radar one two seven three seven 
sm1,sm1_01,sm1_01_082,sm1,1,82,alitalia four zero one ah rhein identified climb flight level two seven zero 
sm1,sm1_01,sm1_01_083,sm1,1,83,sabena eight three two contact rhein one two seven three seven 
sm1,sm1_01,sm1_01_084,sm1,1,84,sabena seven eight one six turn left to gotil 
sm1,sm1_01,sm1_01_085,sm1,1,85,viva five eight five contact rhein one two seven decimal three seven 
sm1,sm1_01,sm1_01_086,sm1,1,86,hapag lloyd three five five one rhein identified 
sm1,sm1_01,sm1_01_087,sm1,1,87,britannia triple two alfa rhein identified <OT> <FL> </FL> </OT> 
sm1,sm1_01,sm1_01_088,sm1,1,88,aero lloyd five nine zero contact zurich one three four decimal six 
sm1,sm1_01,sm1_01_089,sm1,1,89,britannia triple two alfa proceed direct to kempten 
sm1,sm1_01,sm1_01_090,sm1,1,90,~k ~l ~m two six four contact rhein one two seven three seven 
sm1,sm1_01,sm1_01_091,sm1,1,91,sabena seven eight one six rhein one two seven three seven 
sm1,sm1_01,sm1_01_092,sm1,1,92,belstar five zero two hotel rhein identified 
sm1,sm1_01,sm1_01_093,sm1,1,93,gulf air zero zero seven rhein identified 
sm1,sm1_01,sm1_01_094,sm1,1,94,lufthansa four six five two zurich radar one three four decimal six 
sm1,sm1_01,sm1_01_095,sm1,1,95,lufthansa four four one six rhein identified stand by for higher turn ah left by one five degrees 
sm1,sm1_01,sm1_01_096,sm1,1,96,alitalia four zero one climb flight level two nine zero 
sm1,sm1_01,sm1_01_097,sm1,1,97,lufthansa four four one six climb flight level two nine zero 
sm1,sm1_01,sm1_01_098,sm1,1,98,alitalia station co= ah alitalia four eight seven i got it you're identified 
sm1,sm1_01,sm1_01_099,sm1,1,99,speedbird one two four rhein identified 
sm1,sm1_01,sm1_01_100,sm1,1,100,delta india mike lima lima rhein radar identified 
sm1,sm1_01,sm1_01_101,sm1,1,101,~p ~s ~a five two six hotel contact rhein one ah three two decimal four 
sm1,sm1_01,sm1_01_102,sm1,1,102,lufthansa four four one six right turn to trasadingen 
sm1,sm1_01,sm1_01_103,sm1,1,103,alitalia one one nine zurich one three four decimal six 
sm1,sm1_01,sm1_01_104,sm1,1,104,alitalia four eight five zurich one three three decimal four 
sm1,sm1_01,sm1_01_105,sm1,1,105,netherlands air force three four identified 
sm1,sm1_01,sm1_01_106,sm1,1,106,three five sorry 
sm1,sm1_01,sm1_01_107,sm1,1,107,oscar oscar papa hotel india rhein radar identified 
sm1,sm1_01,sm1_01_108,sm1,1,108,turkish five one five rhein identified 
sm1,sm1_01,sm1_01_109,sm1,1,109,alitalia four zero one contact zurich one three four decimal six 
sm1,sm1_01,sm1_01_110,sm1,1,110,gulf air zero zero seven contact rhein one two seven decimal three seven 
sm1,sm1_01,sm1_01_111,sm1,1,111,europa three six three rhein radar identified proceed direct to frankfurt 
sm1,sm1_01,sm1_01_112,sm1,1,112,britannia two two two alfa contact rhein one three two decimal four 
sm1,sm1_01,sm1_01_113,sm1,1,113,speedbird one two four contact rhein one two seven three seven good bye 
sm1,sm1_01,sm1_01_114,sm1,1,114,turkish five one five contact rhein one two seven three seven 
sm1,sm1_01,sm1_01_115,sm1,1,115,lufthansa four four one six contact zurich one three four decimal six 
sm1,sm1_01,sm1_01_116,sm1,1,116,lufthansa three five five six rhein radar identified turn left by ten degrees and climb flight level two six zero 
sm1,sm1_01,sm1_01_117,sm1,1,117,midland seven two zero rhein radar identified 
sm1,sm1_01,sm1_01_118,sm1,1,118,station calling say again 
sm1,sm1_01,sm1_01_119,sm1,1,119,sabena nine three ah six nine rhein identified 
sm1,sm1_01,sm1_01_120,sm1,1,120,hapag lloyd three five five one contact zurich one three three decimal four 
sm1,sm1_01,sm1_01_121,sm1,1,121,lufthansa three five five six climb flight level two nine zero 
sm1,sm1_01,sm1_01_122,sm1,1,122,alitalia two nine two rhein identified 
sm1,sm1_01,sm1_01_123,sm1,1,123,lufthansa three five five six set course to trasadingen 
sm1,sm1_01,sm1_01_124,sm1,1,124,~p ~s ~a five zero two hotel contact rhein one two three decimal four 
sm1,sm1_01,sm1_01_125,sm1,1,125,speedbird one two two guten tag identified 
sm1,sm1_01,sm1_01_126,sm1,1,126,alitalia four eight seven contact zurich one three four decimal six 
sm1,sm1_01,sm1_01_127,sm1,1,127,alitalia one four nine rhein identified 
sm1,sm1_01,sm1_01_128,sm1,1,128,midland seven two zero turn right by one five degrees 
sm1,sm1_01,sm1_01_129,sm1,1,129,delta india charlie papa alfa contact zurich one three four decimal six 
sm1,sm1_01,sm1_01_130,sm1,1,130,britannia two three six alfa rhein radar identified 
sm1,sm1_01,sm1_01_131,sm1,1,131,oscar oscar papa hotel india contact rhein one three two decimal four 
sm1,sm1_01,sm1_01_132,sm1,1,132,midland seven two zero climb flight level three five zero 
sm1,sm1_01,sm1_01_133,sm1,1,133,sabena eight zero one rhein identified 
sm1,sm1_01,sm1_01_134,sm1,1,134,alitalia one five seven rhein identified 
sm1,sm1_01,sm1_01_135,sm1,1,135,netherlands air force three five contact rhein one three two decimal four 
sm1,sm1_01,sm1_01_136,sm1,1,136,midland seven two zero set course to costa 
sm1,sm1_01,sm1_01_137,sm1,1,137,charlie oscar alfa 
sm1,sm1_01,sm1_01_138,sm1,1,138,okay so make it november tango mike 
sm1,sm1_01,sm1_01_139,sm1,1,139,midland seven two zero contact rhein one two seven three seven 
sm1,sm1_01,sm1_01_140,sm1,1,140,lufthansa three five five six contact zurich one three four decimal six 
sm1,sm1_01,sm1_01_141,sm1,1,141,sabena nine three six nine right turn to trasadingen 
sm1,sm1_01,sm1_01_142,sm1,1,142,lufthansa three six three eight rhein radar identified climb flight level two seven zero 
sm1,sm1_01,sm1_01_143,sm1,1,143,alitalia two nine two turn left to gotil 
sm1,sm1_01,sm1_01_144,sm1,1,144,europa three six three contact rhein one two seven decimal three seven 
sm1,sm1_01,sm1_01_145,sm1,1,145,speedbird one two two contact rhein one two seven decimal three seven 
sm1,sm1_01,sm1_01_146,sm1,1,146,jet set four nine seven rhein radar identified 
sm1,sm1_01,sm1_01_147,sm1,1,147,sabena nine three six nine turn right direct to foxtrot romeo india 
sm1,sm1_01,sm1_01_148,sm1,1,148,delta india mike lima lima contact zurich one three four decimal six 
sm1,sm1_01,sm1_01_149,sm1,1,149,condor two one eight rhein radar identified 
sm1,sm1_01,sm1_01_150,sm1,1,150,alitalia four one three rhein identified climb flight level two five zero set course trasadingen 
sm1,sm1_01,sm1_01_151,sm1,1,151,alitalia four six five rhein radar identified 
sm1,sm1_01,sm1_01_152,sm1,1,152,swissair seven eight three romeo rhein identified 
sm1,sm1_01,sm1_01_153,sm1,1,153,alitalia two nine two contact rhein one two seven decimal three seven 
sm1,sm1_01,sm1_01_154,sm1,1,154,[EMPTY] 
sm1,sm1_01,sm1_01_155,sm1,1,155,hapag lloyd one three seven rhein radar identified 
sm1,sm1_01,sm1_01_156,sm1,1,156,speedbird three eight nine rhein identified 
sm1,sm1_01,sm1_01_157,sm1,1,157,sabena nine three six nine contact zurich one three four decimal six 
sm1,sm1_01,sm1_01_158,sm1,1,158,britannia two three six alfa zurich one three three decimal four 
sm1,sm1_01,sm1_01_159,sm1,1,159,alitalia one four nine zurich one three four decimal six 
sm1,sm1_01,sm1_01_160,sm1,1,160,lufthansa three six three eight climb flight level three three zero 
sm1,sm1_01,sm1_01_161,sm1,1,161,speedbird three eight nine climb flight level three one zero 
sm2,sm2_01,sm2_01_002,sm2,1,2,europa seven four four is identified 
sm2,sm2_01,sm2_01_003,sm2,1,3,britannia zero nine six alfa is identified 
sm2,sm2_01,sm2_01_004,sm2,1,4,lufthansa four three nine zero identified climb flight level two seven two nine zero 
sm2,sm2_01,sm2_01_005,sm2,1,5,is balkan four nine six still with me 
sm2,sm2_01,sm2_01_006,sm2,1,6,europa seven four four contact now zurich ahm one three four decimal six good bye 
sm2,sm2_01,sm2_01_007,sm2,1,7,britannia zero nine six alfa turn right direct to trasadingen 
,,,,,,
sm2,sm2_01,sm2_01_009,sm2,1,9,lufthansa four three nine zero continue climb to flight level three one zero 
sm2,sm2_01,sm2_01_010,sm2,1,10,ah speedway two zero eight confirm you position still north of frankfurt 
sm2,sm2_01,sm2_01_011,sm2,1,11,ah speedway two zero eight is identified however contact rhein one three two decimal four 
sm2,sm2_01,sm2_01_012,sm2,1,12,lufthansa four three nine zero expedite your climb please 
sm2,sm2_01,sm2_01_013,sm2,1,13,delta india hotel echo bravo is identified climb flight level two seven zero 
sm2,sm2_01,sm2_01_014,sm2,1,14,emirates two is identified 
sm2,sm2_01,sm2_01_015,sm2,1,15,lufthansa four three nine zero continue climb now to flight level three three zero and still expeditious climb please 
sm2,sm2_01,sm2_01_016,sm2,1,16,affirm lufthansa four three nine zero contact zurich one three four decimal six 
sm2,sm2_01,sm2_01_017,sm2,1,17,delta echo bravo report your heading 
sm2,sm2_01,sm2_01_018,sm2,1,18,delta echo bravo turn left heading one seven zero 
sm2,sm2_01,sm2_01_019,sm2,1,19,britannia zero nine six alfa contact zurich one three three decimal four 
,,,,,,
,,,,,,
,,,,,,
sm2,sm2_01,sm2_01_023,sm2,1,23,delta echo bravo proceed own navigation to trasadingen 
sm2,sm2_01,sm2_01_024,sm2,1,24,emirates two contact rhein one three two decimal four good bye 
sm2,sm2_01,sm2_01_025,sm2,1,25,sobelair two five two one is identified i'll call you back 
sm2,sm2_01,sm2_01_026,sm2,1,26,airals one zero eight eight is identified you're cleared direct to fox fox mike 
sm2,sm2_01,sm2_01_027,sm2,1,27,delta echo bravo continue climb to flight level two eight zero 
,,,,,,
sm2,sm2_01,sm2_01_029,sm2,1,29,affirm 
sm2,sm2_01,sm2_01_030,sm2,1,30,good bye 
sm2,sm2_01,sm2_01_031,sm2,1,31,lufthansa four four zero eight is identified proceed direct to tango romeo alfa climb to flight level two seven zero 
sm2,sm2_01,sm2_01_032,sm2,1,32,sobelair two five two one climb flight level three three zero 
sm2,sm2_01,sm2_01_033,sm2,1,33,delta echo bravo continue climb to flight level two nine zero 
sm2,sm2_01,sm2_01_034,sm2,1,34,lufthansa four four zero eight continue climb to flight level two nine zero 
sm2,sm2_01,sm2_01_035,sm2,1,35,delta echo bravo turn right to hotel oscar charlie afterwards st prex flight planned route 
sm2,sm2_01,sm2_01_036,sm2,1,36,that is correct delta echo bravo contact zurich one three four decimal six good bye 
sm2,sm2_01,sm2_01_037,sm2,1,37,good afternoon air berlin five two five five identified you're cleared direct to frankfurt 
sm2,sm2_01,sm2_01_038,sm2,1,38,sobelair two five two one contact rhein radar one three two decimal four 
sm2,sm2_01,sm2_01_039,sm2,1,39,bye 
sm2,sm2_01,sm2_01_040,sm2,1,40,good afternoon tarom three seven two identified 
sm2,sm2_01,sm2_01_041,sm2,1,41,swissair eight zero six is identified continue climb to flight level three one zero 
sm2,sm2_01,sm2_01_042,sm2,1,42,swissair nine three six zero is identified expect higher in five minutes i'll call you back 
sm2,sm2_01,sm2_01_043,sm2,1,43,lufthansa four four zero eight contact zurich one three four decimal six 
sm2,sm2_01,sm2_01_044,sm2,1,44,swissair nine three six zero proceed from present position direct to gotil 
sm2,sm2_01,sm2_01_045,sm2,1,45,affirm to gotil intersection 
sm2,sm2_01,sm2_01_046,sm2,1,46,and swissair eight zero six you're cleared from present position to costa which is charlie oscar alfa 
sm2,sm2_01,sm2_01_047,sm2,1,47,no problem 
sm2,sm2_01,sm2_01_048,sm2,1,48,lufthansa three five six six is identified you're cleared direct to trasadingen to continue climb flight level two seven zero 
sm2,sm2_01,sm2_01_049,sm2,1,49,hapag lloyd one one two good afternoon you're identified you're cleared direct to frankfurt 
sm2,sm2_01,sm2_01_050,sm2,1,50,good afternoon sabena eight three zero identified you may proceed direct to gotil 
sm2,sm2_01,sm2_01_051,sm2,1,51,lufthansa three six zero four is identified climb to flight level two nine zero 
sm2,sm2_01,sm2_01_052,sm2,1,52,lufthansa three five six six continue climb to flight level two nine zero 
sm2,sm2_01,sm2_01_053,sm2,1,53,ah swissair eight zero six climb now to flight level three five zero 
sm2,sm2_01,sm2_01_054,sm2,1,54,tarom three seven two continue with rhein one three two decimal four 
sm2,sm2_01,sm2_01_055,sm2,1,55,airals one zero eight eight contact rhein radar one two seven decimal three seven 
sm2,sm2_01,sm2_01_056,sm2,1,56,lufthansa three six zero four you're cleared now direct to trasadingen 
sm2,sm2_01,sm2_01_057,sm2,1,57,swissair eight zero six report your rate of climb 
sm2,sm2_01,sm2_01_058,sm2,1,58,thank you 
sm2,sm2_01,sm2_01_059,sm2,1,59,swissair nine three six zero climb flight level two nine zero 
sm2,sm2_01,sm2_01_060,sm2,1,60,air berlin five two five five contact rhein radar one twenty seven thirty seven 
sm2,sm2_01,sm2_01_061,sm2,1,61,alitalia six four seven four is identified 
sm2,sm2_01,sm2_01_062,sm2,1,62,swissair nine three six zero continue climb flight level three one zero 
sm2,sm2_01,sm2_01_063,sm2,1,63,swissair eight zero six maintain rate of climb one thousand four hundred feet per minute or more continue with rhein one twenty seven thirty seven 
sm2,sm2_01,sm2_01_064,sm2,1,64,swissair nine three six zero contact rhein one two seven decimal three seven good bye 
sm2,sm2_01,sm2_01_065,sm2,1,65,lufthansa four seven zero zero good afternoon climb flight level two seven zero initially 
sm2,sm2_01,sm2_01_066,sm2,1,66,britannia three two seven alfa is identified 
sm2,sm2_01,sm2_01_067,sm2,1,67,speedbird one two nine is identified 
sm2,sm2_01,sm2_01_068,sm2,1,68,britannia three two seven alfa turn right to kempten 
sm2,sm2_01,sm2_01_069,sm2,1,69,lufthansa four seven zero zero turn right direct to trasadingen continue climb to flight level two nine zero 
sm2,sm2_01,sm2_01_070,sm2,1,70,good afternoon lufthansa five two three six identified 
sm2,sm2_01,sm2_01_071,sm2,1,71,lufthansa three five six six contact zurich one three four decimal six 
sm2,sm2_01,sm2_01_072,sm2,1,72,sabena eight three zero contact rhein radar one two seven decimal three seven 
sm2,sm2_01,sm2_01_073,sm2,1,73,lufthansa four two zero seven is in radar contact good afternoon 
sm2,sm2_01,sm2_01_074,sm2,1,74,britannia three two seven alfa continue now with rhein one three two decimal four 
sm2,sm2_01,sm2_01_075,sm2,1,75,lufthansa five two three six continue now with rhein one two seven decimal three seven good bye 
sm2,sm2_01,sm2_01_076,sm2,1,76,golf bravo victor juliett india good afternoon identified 
sm2,sm2_01,sm2_01_077,sm2,1,77,lufthansa three six zero four contact zurich one three four decimal six 
sm2,sm2_01,sm2_01_078,sm2,1,78,saudia one oh six is identified good afternoon 
sm2,sm2_01,sm2_01_079,sm2,1,79,lufthansa four two zero seven turn now left to delta kilo bravo 
sm2,sm2_01,sm2_01_080,sm2,1,80,speedbird one two nine contact rhein radar one three two decimal four 
sm2,sm2_01,sm2_01_081,sm2,1,81,golf juliett india turn right to herbi intersection 
sm2,sm2_01,sm2_01_082,sm2,1,82,hapag lloyd one one two contact rhein radar one two seven decimal three seven 
sm2,sm2_01,sm2_01_083,sm2,1,83,lufthansa four two zero seven contact rhein radar one two seven decimal three seven 
sm2,sm2_01,sm2_01_084,sm2,1,84,lufthansa four thousand seven hundred contact zurich one three four decimal six good bye 
sm2,sm2_01,sm2_01_085,sm2,1,85,lufthansa three five five zero is identified continue climb to flight level two five zero initially 
,,,,,,
sm2,sm2_01,sm2_01_087,sm2,1,87,hotel bravo india tango romeo is identified 
sm2,sm2_01,sm2_01_088,sm2,1,88,lufthansa three five five zero continue climb to flight level two nine zero climb at one thousand two hundred feet per minute or more 
sm2,sm2_01,sm2_01_089,sm2,1,89,saudia one zero six contact rhein radar one two three decimal four 
sm2,sm2_01,sm2_01_090,sm2,1,90,golf juliett india turn right to trasadingen 
sm2,sm2_01,sm2_01_091,sm2,1,91,lufthansa four two zero seven rhein 
sm2,sm2_01,sm2_01_092,sm2,1,92,ah lufthansa four two zero nine is identified 
sm2,sm2_01,sm2_01_093,sm2,1,93,bee med one is identified 
sm2,sm2_01,sm2_01_094,sm2,1,94,alitalia six four seven four contact rhein radar one two seven decimal three seven 
sm2,sm2_01,sm2_01_095,sm2,1,95,lufthansa four two zero nine turn left direct to dinkelsbuhl delta kilo bravo 
sm2,sm2_01,sm2_01_096,sm2,1,96,sabena eight three six is identified 
sm2,sm2_01,sm2_01_097,sm2,1,97,lufthansa five five zero four i'll call you back 
sm2,sm2_01,sm2_01_098,sm2,1,98,lufthansa three five five zero is cleared to trasadingen 
sm2,sm2_01,sm2_01_099,sm2,1,99,hotel bravo india tango romeo contact rhein radar one two seven decimal three seven 
sm2,sm2_01,sm2_01_100,sm2,1,100,delta india mike mike echo is identified climb initially to flight level two seven zero 
sm2,sm2_01,sm2_01_101,sm2,1,101,good afternoon alitalia one five zero you're identified 
sm2,sm2_01,sm2_01_102,sm2,1,102,scandinavian six one seven is identified 
sm2,sm2_01,sm2_01_103,sm2,1,103,golf juliett india contact zurich radar one three three decimal four 
sm2,sm2_01,sm2_01_104,sm2,1,104,sabena three zero two identified good afternoon 
sm2,sm2_01,sm2_01_105,sm2,1,105,lufthansa four two zero nine contact rhein radar one three two decimal four 
sm2,sm2_01,sm2_01_106,sm2,1,106,cross air eight five eight is identified proceed to gotil 
sm2,sm2_01,sm2_01_107,sm2,1,107,affirm 
sm2,sm2_01,sm2_01_108,sm2,1,108,ah cross air eight five eight disregard gotil fly heading three one zero 
sm2,sm2_01,sm2_01_109,sm2,1,109,sabena eight three six contact rhein radar one two seven decimal three seven 
sm2,sm2_01,sm2_01_110,sm2,1,110,delta mike mike echo report present heading 
sm2,sm2_01,sm2_01_111,sm2,1,111,roger delta mike echo maintain heading one seven one 
sm2,sm2_01,sm2_01_112,sm2,1,112,affirm even after passing neckar 
sm2,sm2_01,sm2_01_113,sm2,1,113,ah delta mike mike echo continue climb to flight level two nine zero 
sm2,sm2_01,sm2_01_114,sm2,1,114,lufthansa three five five zero contact zurich one three four decimal six 
sm2,sm2_01,sm2_01_115,sm2,1,115,good afternoon adria one six two seven identified 
sm2,sm2_01,sm2_01_116,sm2,1,116,ah lufthansa five five zero four turn right ten degrees report new heading 
sm2,sm2_01,sm2_01_117,sm2,1,117,thank you 
sm2,sm2_01,sm2_01_118,sm2,1,118,merair six nine five two is identified to climb to flight level two seven zero proceed direct to trasadingen 
sm2,sm2_01,sm2_01_119,sm2,1,119,lufthansa disregard 
sm2,sm2_01,sm2_01_120,sm2,1,120,bee med one contact rhein one three two decimal four 
sm2,sm2_01,sm2_01_121,sm2,1,121,no bee med one the london airtours 
sm2,sm2_01,sm2_01_122,sm2,1,122,scandinavian six one seven descend to flight level two nine zero descend at one thousand five hundred feet per minute or more 
sm2,sm2_01,sm2_01_123,sm2,1,123,lufthansa five five zero four climb now to flight level three three zero 
sm2,sm2_01,sm2_01_124,sm2,1,124,good afternoon tarom three seven four identified 
sm2,sm2_01,sm2_01_125,sm2,1,125,lufthansa five five zero four turn right heading two hundred 
sm2,sm2_01,sm2_01_126,sm2,1,126,cross air eight five eight resume now own navigation to november tango mike 
sm2,sm2_01,sm2_01_127,sm2,1,127,affirm cross air eight five eight contact rhein radar one two seven decimal three seven 
sm2,sm2_01,sm2_01_128,sm2,1,128,sabena three zero two likewise rhein one two seven decimal three seven 
sm2,sm2_01,sm2_01_129,sm2,1,129,britannia three zero six alfa is identified good afternoon 
sm2,sm2_01,sm2_01_130,sm2,1,130,nato one zero is identified 
sm2,sm2_01,sm2_01_131,sm2,1,131,ah lufthansa five five zero four proceed now own navigation to trasadingen tango romeo alfa 
sm2,sm2_01,sm2_01_132,sm2,1,132,affirm 
sm2,sm2_01,sm2_01_133,sm2,1,133,delta mike echo turn right heading one eight five 
sm2,sm2_01,sm2_01_134,sm2,1,134,malaysian ah four is identified 
sm2,sm2_01,sm2_01_135,sm2,1,135,lufthansa five five zero four contact zurich one three four decimal six 
sm2,sm2_01,sm2_01_136,sm2,1,136,meridiana six nine five two climb flight level two nine zero 
sm2,sm2_01,sm2_01_137,sm2,1,137,adria one six two seven contact rhein one three two decimal four 
sm2,sm2_01,sm2_01_138,sm2,1,138,alitalia two nine one is identified 
sm2,sm2_01,sm2_01_139,sm2,1,139,gulf air five is in radar contact 
sm2,sm2_01,sm2_01_140,sm2,1,140,merair six nine four four is identified you're cleared to tango romeo alfa to climb flight level two seven zero 
sm2,sm2_01,sm2_01_141,sm2,1,141,swissair nine three five nine is identified 
